Data Check 1,Data Check 2 ,Study Phase ,Site ,Tran,Dist ,Rep or Extra,Date(s) of Procedure ,Crucible Number # ,Empty Crucible Weight,Subsample Weight (Filter + Sediment on Filter) ,Post-Burn Weight 
,,M4,S,2,24,b ,,,,,
,,M4,S,2,24,c,,,,,
,,M4,S,2,48,a,,,,,
,,M4,S,2,48,b ,,,,,
,,M4,S,2,48,c,,,,,
,,M4,S,,,E-1 ,,,,,
,,M4,S,,,E-2 ,,,,,
,,M4,S,,,E-3 ,,,,,
,,M4,S,,,E-4 ,,,,,
,,M5 (starts 18 meters) ,B,1,0.5,a ,,,,,
,,M5,B,1,0.5,b ,,,,,
,,M5,B,1,0.5,c,,,,,
,,M5,B,1,2,a ,,,,,
,,M5,B,1,2,b ,,,,,
,,M5,B,1,2,c,,,,,
,,M5,B,1,6,a ,,,,,
,,M5,B,1,6,b ,,,,,
,,M5,B,1,6,c,,,,,
,,M5,B,1,12,a ,,,,,
,,M5,B,1,12,b ,,,,,
,,M5,B,1,12,c,,,,,
,,M5,B,1,18,a ,,,,,
,,M5,B,1,18,b ,,,,,
,,M5,B,1,18,c ,,,,,
,,M5,B,1,24,a ,,,,,
,,M5,B,1,24,b ,,,,,
,,M5,B,1,24,c,,,,,
,,M5,B,1,48,a ,,,,,
,,M5,B,1,48,b ,,,,,
,,M5,B,1,48,c,,,,,
,,M5,B,2,0.5,a ,,,,,
,,M5,B,2,0.5,b ,,,,,
,,M5,B,2,0.5,c,,,,,
,,M5,B,2,2,a ,,,,,
,,M5,B,2,2,b ,,,,,
,,M5,B,2,2,c,,,,,
,,M5,B,2,6,a ,,,,,
,,M5,B,2,6,b ,,,,,
,,M5,B,2,6,c,,,,,
,,M5,B,2,12,a ,,,,,
,,M5,B,2,12,b ,,,,,
,,M5,B,2,12,c,,,,,
,,M5,B,2,24,a ,,,,,
,,M5,B,2,24,b ,,,,,
,,M5,B,2,24,c,,,,,
,,M5,B,2,48,a ,,,,,
,,M5,B,2,48,b ,,,,,
,,M5,B,2,48,c,,,,,
,,M5,B,,,E1 ,,,,,
,,M5,B,,,E2 ,,,,,
,,M5,B,,,E3,,,,,
,,M5,B,,,E4 ,,,,,
,,M5,G,1,0.5,a,,,,,
,,M5,G,1,0.5,b ,,,,,
,,M5,G,1,0.5,c,,,,,
,,M5,G,1,2,a,,,,,
,,M5,G,1,2,b ,,,,,
,,M5,G,1,2,c,,,,,
,,M5,G,1,6,a,,,,,
,,M5,G,1,6,b ,,,,,
,,M5,G,1,6,c,,,,,
,,M5,G,1,12,a,,,,,
,,M5,G,1,12,b ,,,,,
,,M5,G,1,12,c,,,,,
,,M5,G,1,24,a ,,,,,
,,M5,G,1,24,b ,,,,,
,,M5,G,1,24,c,,,,,
,,M5,G,1,48,a,,,,,
,,M5,G,1,48,b ,,,,,
,,M5,G,1,48,c,,,,,
,,M5,G,2,0.5,a,,,,,
,,M5,G,2,0.5,b ,,,,,
,,M5,G,2,0.5,c,,,,,
,,M5,G,2,2,a,,,,,
,,M5,G,2,2,b ,,,,,
,,M5,G,2,2,c,,,,,
,,M5,G,2,6,a,,,,,
,,M5,G,2,6,b ,,,,,
,,M5,G,2,6,c,,,,,
,,M5,G,2,12,a,,,,,
,,M5,G,2,12,b ,,,,,
,,M5,G,2,12,c,,,,,
,,M5,G,2,24,a ,,,,,
,,M5,G,2,24,b ,,,,,
,,M5,G,2,24,c,,,,,
,,M5,G,2,48,a,,,,,
,,M5,G,2,48,b ,,,,,
,,M5,G,2,48,c,,,,,
,,M5,G,,,E-1 ,,,,,
,,M5,G,,,E-2 ,,,,,
,,M5,G,,,E-3 ,,,,,
,,M5,G,,,E-4 ,,,,,
,,M5,C,1,0.5,a,,,,,
,,M5,C,1,0.5,b ,,,,,
,,M5,C,1,0.5,c,,,,,
,,M5,C,1,2,a,,,,,
,,M5,C,1,2,b ,,,,,
,,M5,C,1,2,c,,,,,
,,M5,C,1,6,a,,,,,
,,M5,C,1,6,b ,,,,,
,,M5,C,1,6,c,,,,,
,,M5,C,1,12,a,,,,,
,,M5,C,1,12,b ,,,,,
,,M5,C,1,12,c,,,,,
,,M5,C,1,24,a ,,,,,
,,M5,C,1,24,b ,,,,,
,,M5,C,1,24,c,,,,,
,,M5,C,1,48,a,,,,,
,,M5,C,1,48,b ,,,,,
,,M5,C,1,48,c,,,,,
,,M5,C,2,0.5,a,,,,,
,,M5,C,2,0.5,b ,,,,,
,,M5,C,2,0.5,c,,,,,
,,M5,C,2,2,a,,,,,
,,M5,C,2,2,b ,,,,,
,,M5,C,2,2,c,,,,,
,,M5,C,2,6,a,,,,,
,,M5,C,2,6,b ,,,,,
,,M5,C,2,6,c,,,,,
,,M5,C,2,12,a,,,,,
,,M5,C,2,12,b ,,,,,
,,M5,C,2,12,c,,,,,
,,M5,C,2,24,a ,,,,,
,,M5,C,2,24,b ,,,,,
,,M5,C,2,24,c,,,,,
,,M5,C,2,48,a,,,,,
,,M5,C,2,48,b ,,,,,
,,M5,C,2,48,c,,,,,
,,M5,C,,,E-1 ,,,,,
,,M5,C,,,E-2 ,,,,,
,,M5,C,,,E-3 ,,,,,
,,M5,C,,,E-4 ,,,,,
,,M5,S,1,0.5,a,,,,,
,,M5,S,1,0.5,b ,,,,,
,,M5,S,1,0.5,c,,,,,
,,M5,S,1,2,a,,,,,
,,M5,S,1,2,b ,,,,,
,,M5,S,1,2,c,,,,,
,,M5,S,1,6,a,,,,,
,,M5,S,1,6,b ,,,,,
,,M5,S,1,6,c,,,,,
,,M5,S,1,12,a,,,,,
,,M5,S,1,12,b ,,,,,
,,M5,S,1,12,c,,,,,
,,M5,S,1,24,a ,,,,,
,,M5,S,1,24,b ,,,,,
,,M5,S,1,24,c,,,,,
,,M5,S,1,48,a,,,,,
,,M5,S,1,48,b ,,,,,
,,M5,S,1,48,c,,,,,
,,M5,S,2,0.5,a,,,,,
,,M5,S,2,0.5,b ,,,,,
,,M5,S,2,0.5,c,,,,,
,,M5,S,2,2,a,,,,,
,,M5,S,2,2,b ,,,,,
,,M5,S,2,2,c,,,,,
,,M5,S,2,6,a,,,,,
,,M5,S,2,6,b ,,,,,
,,M5,S,2,6,c,,,,,
,,M5,S,2,12,a,,,,,
,,M5,S,2,12,b ,,,,,
,,M5,S,2,12,c,,,,,
,,M5,S,2,24,a ,,,,,
,,M5,S,2,24,b ,,,,,
,,M5,S,2,24,c,,,,,
,,M5,S,2,48,a,,,,,
,,M5,S,2,48,b ,,,,,
,,M5,S,2,48,c,,,,,
,,M5,S,,,E-1 ,,,,,
,,M5,S,,,E-2 ,,,,,
,,M5,S,,,E-3 ,,,,,
,,M5,S,,,E-4 ,,,,,
,,M5,S,1,18,a,,,,,
,,M5,S,1,18,b ,,,,,
,,M5,S,1,18,c,,,,,
,,M5,S,2,18,a,,,,,
,,M5,S,2,18,b ,,,,,
,,M5,S,2,18,c,,,,,
,,M5,G,1,18,a,,,,,
,,M5,G,1,18,b ,,,,,
,,M5,G,1,18,c,,,,,
,,M5,G,2,18,a,,,,,
,,M5,G,2,18,b ,,,,,
,,M5,G,2,18,c,,,,,
,,M5,B,2,18,a,,,,,
,,M5,B,2,18,b ,,,,,
,,M5,B,2,18,c,,,,,
,,M5,C,1,18,a,,,,,
,,M5,C,1,18,b ,,,,,
,,M5,C,1,18,c,,,,,
,,M5,C,2,18,a,,,,,
,,M5,C,2,18,b ,,,,,
,,M5,C,2,18,c,,,,,
,,M6,B,1,0.5,a ,,,,,
,,M6,B,1,0.5,b ,,,,,
,,M6,B,1,0.5,c,,,,,
,,M6,B,1,2,a ,,,,,
,,M6,B,1,2,b ,,,,,
,,M6,B,1,2,c,,,,,
,,M6,B,1,6,a ,,,,,
,,M6,B,1,6,b ,,,,,
,,M6,B,1,6,c,,,,,
,,M6,B,1,12,a ,,,,,
,,M6,B,1,12,b ,,,,,
,,M6,B,1,12,c,,,,,
,,M6,B,1,18,a ,,,,,
,,M6,B,1,18,b ,,,,,
,,M6,B,1,18,c ,,,,,
,,M6,B,1,24,a ,,,,,
,,M6,B,1,24,b ,,,,,
,,M6,B,1,24,c,,,,,
,,M6,B,1,48,a ,,,,,
,,M6,B,1,48,b ,,,,,
,,M6,B,1,48,c,,,,,
,,M6,B,2,0.5,a ,,,,,
,,M6,B,2,0.5,b ,,,,,
,,M6,B,2,0.5,c,,,,,
,,M6,B,2,2,a ,,,,,
,,M6,B,2,2,b ,,,,,
,,M6,B,2,2,c,,,,,
,,M6,B,2,6,a ,,,,,
,,M6,B,2,6,b ,,,,,
,,M6,B,2,6,c,,,,,
,,M6,B,2,12,a ,,,,,
,,M6,B,2,12,b ,,,,,
,,M6,B,2,12,c,,,,,
,,M6,B,2,18,a,,,,,
,,M6,B,2,18,b ,,,,,
,,M6,B,2,18,c,,,,,
,,M6,B,2,24,a ,,,,,
,,M6,B,2,24,b ,,,,,
,,M6,B,2,24,c,,,,,
,,M6,B,2,48,a ,,,,,
,,M6,B,2,48,b ,,,,,
,,M6,B,2,48,c,,,,,
,,M6,B,,,E1 ,,,,,
,,M6,B,,,E2 ,,,,,
,,M6,B,,,E3,,,,,
,,M6,B,,,E4 ,,,,,
,,M6,G,1,0.5,a,,,,,
,,M6,G,1,0.5,b ,,,,,
,,M6,G,1,0.5,c,,,,,
,,M6,G,1,2,a,,,,,
,,M6,G,1,2,b ,,,,,
,,M6,G,1,2,c,,,,,
,,M6,G,1,6,a,,,,,
,,M6,G,1,6,b ,,,,,
,,M6,G,1,6,c,,,,,
,,M6,G,1,12,a,,,,,
,,M6,G,1,12,b ,,,,,
,,M6,G,1,12,c,,,,,
,,M6,G,1,18,a,,,,,
,,M6,G,1,18,b ,,,,,
,,M6,G,1,18,c,,,,,
,,M6,G,1,24,a ,,,,,
,,M6,G,1,24,b ,,,,,
,,M6,G,1,24,c,,,,,
,,M6,G,1,48,a,,,,,
,,M6,G,1,48,b ,,,,,
,,M6,G,1,48,c,,,,,
,,M6,G,2,0.5,a,,,,,
,,M6,G,2,0.5,b ,,,,,
,,M6,G,2,0.5,c,,,,,
,,M6,G,2,2,a,,,,,
,,M6,G,2,2,b ,,,,,
,,M6,G,2,2,c,,,,,
,,M6,G,2,6,a,,,,,
,,M6,G,2,6,b ,,,,,
,,M6,G,2,6,c,,,,,
,,M6,G,2,12,a,,,,,
,,M6,G,2,12,b ,,,,,
,,M6,G,2,12,c,,,,,
,,M6,G,2,18,a,,,,,
,,M6,G,2,18,b ,,,,,
,,M6,G,2,18,c,,,,,
,,M6,G,2,24,a ,,,,,
,,M6,G,2,24,b ,,,,,
,,M6,G,2,24,c,,,,,
,,M6,G,2,48,a,,,,,
,,M6,G,2,48,b ,,,,,
,,M6,G,2,48,c,,,,,
,,M6,G,,,E-1 ,,,,,
,,M6,G,,,E-2 ,,,,,
,,M6,G,,,E-3 ,,,,,
,,M6,G,,,E-4 ,,,,,
,,M6,C,1,0.5,a,,,,,
,,M6,C,1,0.5,b ,,,,,
,,M6,C,1,0.5,c,,,,,
,,M6,C,1,2,a,,,,,
,,M6,C,1,2,b ,,,,,
,,M6,C,1,2,c,,,,,
,,M6,C,1,6,a,,,,,
,,M6,C,1,6,b ,,,,,
,,M6,C,1,6,c,,,,,
,,M6,C,1,12,a,,,,,
,,M6,C,1,12,b ,,,,,
,,M6,C,1,12,c,,,,,
,,M6,C,1,18,a,,,,,
,,M6,C,1,18,b ,,,,,
,,M6,C,1,18,c,,,,,
,,M6,C,1,24,a ,,,,,
,,M6,C,1,24,b ,,,,,
,,M6,C,1,24,c,,,,,
,,M6,C,1,48,a,,,,,
,,M6,C,1,48,b ,,,,,
,,M6,C,1,48,c,,,,,
,,M6,C,2,0.5,a,,,,,
,,M6,C,2,0.5,b ,,,,,
,,M6,C,2,0.5,c,,,,,
,,M6,C,2,2,a,,,,,
,,M6,C,2,2,b ,,,,,
,,M6,C,2,2,c,,,,,
,,M6,C,2,6,a,,,,,
,,M6,C,2,6,b ,,,,,
,,M6,C,2,6,c,,,,,
,,M6,C,2,12,a,,,,,
,,M6,C,2,12,b ,,,,,
,,M6,C,2,12,c,,,,,
,,M6,C,2,18,a,,,,,
,,M6,C,2,18,b ,,,,,
,,M6,C,2,18,c,,,,,
,,M6,C,2,24,a ,,,,,
,,M6,C,2,24,b ,,,,,
,,M6,C,2,24,c,,,,,
,,M6,C,2,48,a,,,,,
,,M6,C,2,48,b ,,,,,
,,M6,C,2,48,c,,,,,
,,M6,C,,,E-1 ,,,,,
,,M6,C,,,E-2 ,,,,,
,,M6,C,,,E-3 ,,,,,
,,M6,C,,,E-4 ,,,,,
,,M6,S,1,0.5,a,,,,,
,,M6,S,1,0.5,b ,,,,,
,,M6,S,1,0.5,c,,,,,
,,M6,S,1,2,a,,,,,
,,M6,S,1,2,b ,,,,,
,,M6,S,1,2,c,,,,,
,,M6,S,1,6,a,,,,,
,,M6,S,1,6,b ,,,,,
,,M6,S,1,6,c,,,,,
,,M6,S,1,12,a,,,,,
,,M6,S,1,12,b ,,,,,
,,M6,S,1,12,c,,,,,
,,M6,S,1,18,a,,,,,
,,M6,S,1,18,b ,,,,,
,,M6,S,1,18,c,,,,,
,,M6,S,1,24,a ,,,,,
,,M6,S,1,24,b ,,,,,
,,M6,S,1,24,c,,,,,
,,M6,S,1,48,a,,,,,
,,M6,S,1,48,b ,,,,,
,,M6,S,1,48,c,,,,,
,,M6,S,2,0.5,a,,,,,
,,M6,S,2,0.5,b ,,,,,
,,M6,S,2,0.5,c,,,,,
,,M6,S,2,2,a,,,,,
,,M6,S,2,2,b ,,,,,
,,M6,S,2,2,c,,,,,
,,M6,S,2,6,a,,,,,
,,M6,S,2,6,b ,,,,,
,,M6,S,2,6,c,,,,,
,,M6,S,2,12,a,,,,,
,,M6,S,2,12,b ,,,,,
,,M6,S,2,12,c,,,,,
,,M6,S,2,18,a,,,,,
,,M6,S,2,18,b ,,,,,
,,M6,S,2,18,c,,,,,
,,M6,S,2,24,a ,,,,,
,,M6,S,2,24,b ,,,,,
,,M6,S,2,24,c,,,,,
,,M6,S,2,48,a,,,,,
,,M6,S,2,48,b ,,,,,
,,M6,S,2,48,c,,,,,
,,M6,S,,,E-1 ,,,,,
,,M6,S,,,E-2 ,,,,,
,,M6,S,,,E-3 ,,,,,
,,M6,S,,,E-4 ,,,,,
,,M7,B,1,0.5,a ,,,,,
,,M7,B,1,0.5,b ,,,,,
,,M7,B,1,0.5,c,,,,,
,,M7,B,1,2,a ,,,,,
,,M7,B,1,2,b ,,,,,
,,M7,B,1,2,c,,,,,
,,M7,B,1,6,a ,,,,,
,,M7,B,1,6,b ,,,,,
,,M7,B,1,6,c,,,,,
,,M7,B,1,12,a ,,,,,
,,M7,B,1,12,b ,,,,,
,,M7,B,1,12,c,,,,,
,,M7,B,1,18,a ,,,,,
,,M7,B,1,18,b ,,,,,
,,M7,B,1,18,c ,,,,,
,,M7,B,1,24,a ,,,,,
,,M7,B,1,24,b ,,,,,
,,M7,B,1,24,c,,,,,
,,M7,B,1,48,a ,,,,,
,,M7,B,1,48,b ,,,,,
,,M7,B,1,48,c,,,,,
,,M7,B,2,0.5,a ,,,,,
,,M7,B,2,0.5,b ,,,,,
,,M7,B,2,0.5,c,,,,,
,,M7,B,2,2,a ,,,,,
,,M7,B,2,2,b ,,,,,
,,M7,B,2,2,c,,,,,
,,M7,B,2,6,a ,,,,,
,,M7,B,2,6,b ,,,,,
,,M7,B,2,6,c,,,,,
,,M7,B,2,12,a ,,,,,
,,M7,B,2,12,b ,,,,,
,,M7,B,2,12,c,,,,,
,,M7,B,2,24,a ,,,,,
,,M7,B,2,24,b ,,,,,
,,M7,B,2,24,c,,,,,
,,M7,B,2,48,a ,,,,,
,,M7,B,2,48,b ,,,,,
,,M7,B,2,48,c,,,,,
,,M7,B,,,E1 ,,,,,
,,M7,B,,,E2 ,,,,,
,,M7,B,,,E3,,,,,
,,M7,B,,,E4 ,,,,,
,,M7,G,1,0.5,a,,,,,
,,M7,G,1,0.5,b ,,,,,
,,M7,G,1,0.5,c,,,,,
,,M7,G,1,2,a,,,,,
,,M7,G,1,2,b ,,,,,
,,M7,G,1,2,c,,,,,
,,M7,G,1,6,a,,,,,
,,M7,G,1,6,b ,,,,,
,,M7,G,1,6,c,,,,,
,,M7,G,1,12,a,,,,,
,, ,G,1,12,b ,,,,,
,,M7,G,1,12,c,,,,,
,,M7,G,1,24,a ,,,,,
,,M7,G,1,24,b ,,,,,
,,M7,G,1,24,c,,,,,
,,M7,G,1,48,a,,,,,
,,M7,G,1,48,b ,,,,,
,,M7,G,1,48,c,,,,,
,,M7,G,2,0.5,a,,,,,
,,M7,G,2,0.5,b ,,,,,
,,M7,G,2,0.5,c,,,,,
,,M7,G,2,2,a,,,,,
,,M7,G,2,2,b ,,,,,
,,M7,G,2,2,c,,,,,
,,M7,G,2,6,a,,,,,
,,M7,G,2,6,b ,,,,,
,,M7,G,2,6,c,,,,,
,,M7,G,2,12,a,,,,,
,,M7,G,2,12,b ,,,,,
,,M7,G,2,12,c,,,,,
,,M7,G,2,24,a ,,,,,
,,M7,G,2,24,b ,,,,,
,,M7,G,2,24,c,,,,,
,,M7,G,2,48,a,,,,,
,,M7,G,2,48,b ,,,,,
,,M7,G,2,48,c,,,,,
,,M7,G,,,E-1 ,,,,,
,,M7,G,,,E-2 ,,,,,
,,M7,G,,,E-3 ,,,,,
,,M7,G,,,E-4 ,,,,,
,,M7,C,1,0.5,a,,,,,
,,M7,C,1,0.5,b ,,,,,
,,M7,C,1,0.5,c,,,,,
,,M7,C,1,2,a,,,,,
,,M7,C,1,2,b ,,,,,
,,M7,C,1,2,c,,,,,
,,M7,C,1,6,a,,,,,
,,M7,C,1,6,b ,,,,,
,,M7,C,1,6,c,,,,,
,,M7,C,1,12,a,,,,,
,,M7,C,1,12,b ,,,,,
,,M7,C,1,12,c,,,,,
,,M7,C,1,24,a ,,,,,
,,M7,C,1,24,b ,,,,,
,,M7,C,1,24,c,,,,,
,,M7,C,1,48,a,,,,,
,,M7,C,1,48,b ,,,,,
,,M7,C,1,48,c,,,,,
,,M7,C,2,0.5,a,,,,,
,,M7,C,2,0.5,b ,,,,,
,,M7,C,2,0.5,c,,,,,
,,M7,C,2,2,a,,,,,
,,M7,C,2,2,b ,,,,,
,,M7,C,2,2,c,,,,,
,,M7,C,2,6,a,,,,,
,,M7,C,2,6,b ,,,,,
,,M7,C,2,6,c,,,,,
,,M7,C,2,12,a,,,,,
,,M7,C,2,12,b ,,,,,
,,M7,C,2,12,c,,,,,
,,M7,C,2,24,a ,,,,,
,,M7,C,2,24,b ,,,,,
,,M7,C,2,24,c,,,,,
,,M7,C,2,48,a,,,,,
,,M7,C,2,48,b ,,,,,
,,M7,C,2,48,c,,,,,
,,M7,C,,,E-1 ,,,,,
,,M7,C,,,E-2 ,,,,,
,,M7,C,,,E-3 ,,,,,
,,M7,C,,,E-4 ,,,,,
,,M7,S,1,0.5,a,,,,,
,,M7,S,1,0.5,b ,,,,,
,,M7,S,1,0.5,c,,,,,
,,M7,S,1,2,a,,,,,
,,M7,S,1,2,b ,,,,,
,,M7,S,1,2,c,,,,,
,,M7,S,1,6,a,,,,,
,,M7,S,1,6,b ,,,,,
,,M7,S,1,6,c,,,,,
,,M7,S,1,12,a,,,,,
,,M7,S,1,12,b ,,,,,
,,M7,S,1,12,c,,,,,
,,M7,S,1,24,a ,,,,,
,,M7,S,1,24,b ,,,,,
,,M7,S,1,24,c,,,,,
,,M7,S,1,48,a,,,,,
,,M7,S,1,48,b ,,,,,
,,M7,S,1,48,c,,,,,
,,M7,S,2,0.5,a,,,,,
,,M7,S,2,0.5,b ,,,,,
,,M7,S,2,0.5,c,,,,,
,,M7,S,2,2,a,,,,,
,,M7,S,2,2,b ,,,,,
,,M7,S,2,2,c,,,,,
,,M7,S,2,6,a,,,,,
,,M7,S,2,6,b ,,,,,
,,M7,S,2,6,c,,,,,
,,M7,S,2,12,a,,,,,
,,M7,S,2,12,b ,,,,,
,,M7,S,2,12,c,,,,,
,,M7,S,2,24,a ,,,,,
,,M7,S,2,24,b ,,,,,
,,M7,S,2,24,c,,,,,
,,M7,S,2,48,a,,,,,
,,M7,S,2,48,b ,,,,,
,,M7,S,2,48,c,,,,,
,,M7,S,,,E-1 ,,,,,
,,M7,S,,,E-2 ,,,,,
,,M7,S,,,E-3 ,,,,,
,,M7,S,,,E-4 ,,,,,
,,M7,C,1,18,a,,,,,
,,M7,C,1,18,b ,,,,,
,,M7,C,1,18,c,,,,,
,,M7,C,2,18,a,,,,,
,,M7,C,2,18,b ,,,,,
,,M7,C,2,18,c,,,,,
,,M7,S,1,18,a,,,,,
,,M7,S,1,18,b ,,,,,
,,M7,S,1,18,c,,,,,
,,M7,S,2,18,a,,,,,
,,M7,S,2,18,b ,,,,,
,,M7,S,2,18,c,,,,,
,,M7,B,2,18,a,,,,,
,,M7,B,2,18,b ,,,,,
,,M7,B,2,18,c,,,,,
,,M7,G,1,18,a,,,,,
,,M7,G,1,18,b ,,,,,
,,M7,G,1,18,c,,,,,
,,M7,G,2,18,a,,,,,
,,M7,G,2,18,b ,,,,,
,,M7,G,2,18,c,,,,,
,,M8,B,1,0.5,a ,,,,,
,,M8,B,1,0.5,b ,,,,,
,,M8,B,1,0.5,c,,,,,
,,M8,B,1,2,a ,,,,,
,,M8,B,1,2,b ,,,,,
,,M8,B,1,2,c,,,,,
,,M8,B,1,6,a ,,,,,
,,M8,B,1,6,b ,,,,,
,,M8,B,1,6,c,,,,,
,,M8,B,1,12,a ,,,,,
,,M8,B,1,12,b ,,,,,
,,M8,B,1,12,c,,,,,
,,M8,B,1,18,a ,,,,,
,,M8,B,1,18,b ,,,,,
,,M8,B,1,18,c ,,,,,
,,M8,B,1,24,a ,,,,,
,,M8,B,1,24,b ,,,,,
,,M8,B,1,24,c,,,,,
,,M8,B,1,48,a ,,,,,
,,M8,B,1,48,b ,,,,,
,,M8,B,1,48,c,,,,,
,,M8,B,2,0.5,a ,,,,,
,,M8,B,2,0.5,b ,,,,,
,,M8,B,2,0.5,c,,,,,
,,M8,B,2,2,a ,,,,,
,,M8,B,2,2,b ,,,,,
,,M8,B,2,2,c,,,,,
,,M8,B,2,6,a ,,,,,
,,M8,B,2,6,b ,,,,,
,,M8,B,2,6,c,,,,,
,,M8,B,2,12,a ,,,,,
,,M8,B,2,12,b ,,,,,
,,M8,B,2,12,c,,,,,
,,M8,B,2,18,a,,,,,
,,M8,B,2,18,b ,,,,,
,,M8,B,2,18,c,,,,,
,,M8,B,2,24,a ,,,,,
,,M8,B,2,24,b ,,,,,
,,M8,B,2,24,c,,,,,
,,M8,B,2,48,a ,,,,,
,,M8,B,2,48,b ,,,,,
,,M8,B,2,48,c,,,,,
,,M8,B,,,E1 ,,,,,
,,M8,B,,,E2 ,,,,,
,,M8,B,,,E3,,,,,
,,M8,B,,,E4 ,,,,,
,,M8,G,1,0.5,a,,,,,
,,M8,G,1,0.5,b ,,,,,
,,M8,G,1,0.5,c,,,,,
,,M8,G,1,2,a,,,,,
,,M8,G,1,2,b ,,,,,
,,M8,G,1,2,c,,,,,
,,M8,G,1,6,a,,,,,
,,M8,G,1,6,b ,,,,,
,,M8,G,1,6,c,,,,,
,,M8,G,1,12,a,,,,,
,,M8,G,1,12,b ,,,,,
,,M8,G,1,12,c,,,,,
,,M8,G,1,18,a,,,,,
,,M8,G,1,18,b ,,,,,
,,M8,G,1,18,c,,,,,
,,M8,G,1,24,a ,,,,,
,,M8,G,1,24,b ,,,,,
,,M8,G,1,24,c,,,,,
,,M8,G,1,48,a,,,,,
,,M8,G,1,48,b ,,,,,
,,M8,G,1,48,c,,,,,
,,M8,G,2,0.5,a,,,,,
,,M8,G,2,0.5,b ,,,,,
,,M8,G,2,0.5,c,,,,,
,,M8,G,2,2,a,,,,,
,,M8,G,2,2,b ,,,,,
,,M8,G,2,2,c,,,,,
,,M8,G,2,6,a,,,,,
,,M8,G,2,6,b ,,,,,
,,M8,G,2,6,c,,,,,
,,M8,G,2,12,a,,,,,
,,M8,G,2,12,b ,,,,,
,,M8,G,2,12,c,,,,,
,,M8,G,2,18,a,,,,,
,,M8,G,2,18,b ,,,,,
,,M8,G,2,18,c,,,,,
,,M8,G,2,24,a ,,,,,
,,M8,G,2,24,b ,,,,,
,,M8,G,2,24,c,,,,,
,,M8,G,2,48,a,,,,,
,,M8,G,2,48,b ,,,,,
,,M8,G,2,48,c,,,,,
,,M8,G,,,E-1 ,,,,,
,,M8,G,,,E-2 ,,,,,
,,M8,G,,,E-3 ,,,,,
,,M8,G,,,E-4 ,,,,,
,,M8,C,1,0.5,a,,,,,
,,M8,C,1,0.5,b ,,,,,
,,M8,C,1,0.5,c,,,,,
,,M8,C,1,2,a,,,,,
,,M8,C,1,2,b ,,,,,
,,M8,C,1,2,c,,,,,
,,M8,C,1,6,a,,,,,
,,M8,C,1,6,b ,,,,,
,,M8,C,1,6,c,,,,,
,,M8,C,1,12,a,,,,,
,,M8,C,1,12,b ,,,,,
,,M8,C,1,12,c,,,,,
,,M8,C,1,18,a,,,,,
,,M8,C,1,18,b ,,,,,
,,M8,C,1,18,c,,,,,
,,M8,C,1,24,a ,,,,,
,,M8,C,1,24,b ,,,,,
,,M8,C,1,24,c,,,,,
,,M8,C,1,48,a,,,,,
,,M8,C,1,48,b ,,,,,
,,M8,C,1,48,c,,,,,
,,M8,C,2,0.5,a,,,,,
,,M8,C,2,0.5,b ,,,,,
,,M8,C,2,0.5,c,,,,,
,,M8,C,2,2,a,,,,,
,,M8,C,2,2,b ,,,,,
,,M8,C,2,2,c,,,,,
,,M8,C,2,6,a,,,,,
,,M8,C,2,6,b ,,,,,
,,M8,C,2,6,c,,,,,
,,M8,C,2,12,a,,,,,
,,M8,C,2,12,b ,,,,,
,,M8,C,2,12,c,,,,,
,,M8,C,2,18,a,,,,,
,,M8,C,2,18,b ,,,,,
,,M8,C,2,18,c,,,,,
,,M8,C,2,24,a ,,,,,
,,M8,C,2,24,b ,,,,,
,,M8,C,2,24,c,,,,,
,,M8,C,2,48,a,,,,,
,,M8,C,2,48,b ,,,,,
,,M8,C,2,48,c,,,,,
,,M8,C,,,E-1 ,,,,,
,,M8,C,,,E-2 ,,,,,
,,M8,C,,,E-3 ,,,,,
,,M8,C,,,E-4 ,,,,,
,,M8,S,1,0.5,a,,,,,
,,M8,S,1,0.5,b ,,,,,
,,M8,S,1,0.5,c,,,,,
,,M8,S,1,2,a,,,,,
,,M8,S,1,2,b ,,,,,
,,M8,S,1,2,c,,,,,
,,M8,S,1,6,a,,,,,
,,M8,S,1,6,b ,,,,,
,,M8,S,1,6,c,,,,,
,,M8,S,1,12,a,,,,,
,,M8,S,1,12,b ,,,,,
,,M8,S,1,12,c,,,,,
,,M8,S,1,18,a,,,,,
,,M8,S,1,18,b ,,,,,
,,M8,S,1,18,c,,,,,
,,M8,S,1,24,a ,,,,,
,,M8,S,1,24,b ,,,,,
,,M8,S,1,24,c,,,,,
,,M8,S,1,48,a,,,,,
,,M8,S,1,48,b ,,,,,
,,M8,S,1,48,c,,,,,
,,M8,S,2,0.5,a,,,,,
,,M8,S,2,0.5,b ,,,,,
,,M8,S,2,0.5,c,,,,,
,,M8,S,2,2,a,,,,,
,,M8,S,2,2,b ,,,,,
,,M8,S,2,2,c,,,,,
,,M8,S,2,6,a,,,,,
,,M8,S,2,6,b ,,,,,
,,M8,S,2,6,c,,,,,
,,M8,S,2,12,a,,,,,
,,M8,S,2,12,b ,,,,,
,,M8,S,2,12,c,,,,,
,,M8,S,2,18,a,,,,,
,,M8,S,2,18,b ,,,,,
,,M8,S,2,18,c,,,,,
,,M8,S,2,24,a ,,,,,
,,M8,S,2,24,b ,,,,,
