Location,Route_ID,Transect_ID,Point_ID,Distance_AlongTransect_sft,Distance_AlongTransect_m,Distance_OffTransect,Northing,Easting,Elevation_sft,Elevation_m,Date
SanPablo,xsB,xsB,XSB-26,71.599736981,21.82359983166,-0.15548125730,1804102.775,6425220.888,5.847,1.78216916400,6/3/2025
SanPablo,xsB,xsB,XSB-27,72.282739039,22.03177885897,0.48848998455,1804103.290,6425220.103,5.930,1.80746761500,6/3/2025
SanPablo,xsB,xsB,XSB-28,79.884667363,24.34884661236,1.22913723929,1804110.513,6425217.620,6.058,1.84648209300,6/3/2025
SanPablo,xsB,xsB,XSB-29,90.918594432,27.71198758272,0.82599977718,1804121.340,6425215.454,6.215,1.89433578900,6/3/2025
SanPablo,xsB,xsB,XSB-30,100.118837232,30.51622158831,0.50947393236,1804130.363,6425213.629,6.260,1.90805181600,6/3/2025
SanPablo,xsB,xsB,XSB-31,107.623314998,32.80358641139,-0.13375587159,1804137.812,6425212.515,6.374,1.94279908600,6/3/2025
SanPablo,xsB,xsB,XSB-32,109.647455530,33.42054444554,0.27589995380,1804139.686,6425211.647,6.441,1.96322072600,6/3/2025
SanPablo,xsB,xsB,XSB-33pin,111.045830547,33.84676915073,0.37229866085,1804141.024,6425211.229,6.514,1.98547117100,6/3/2025
SanPablo,xsB,xsB,XSB-34,116.382643009,35.47342958914,1.39176183952,1804145.979,6425209.000,6.533,1.99126238300,6/3/2025
SanPablo,xsB,xsB,XSB-35,124.687486883,38.00474600194,2.46370384246,1804153.809,6425206.032,6.707,2.04429768900,6/3/2025
SanPablo,xsB,xsB,XSB-36,133.736129846,40.76277237706,1.56205310452,1804162.820,6425204.811,6.667,2.03210566400,6/3/2025
SanPablo,xsB,xsB,XSB-37,131.547735018,40.09574963349,2.10757918644,1804160.565,6425204.788,6.633,2.02174244300,6/3/2025
SanPablo,xsB,xsB,XSB-38,134.934472908,41.12802734236,2.21304866888,1804163.835,6425203.900,6.672,2.03362966700,6/3/2025
SanPablo,xsB,xsB,XSB-39,139.342930620,42.47172525298,1.10062059678,1804168.381,6425203.960,6.736,2.05313690600,6/3/2025
