Site,Tran,edge_slope_max_deg,edge_slope_avg_deg
Buck'sLanding,T2,29.104492140178493,1.2333122768097957
Buck'sLanding,T1,34.89580532666493,1.2246004538785733
CorteMadera,T1,72.28575074664536,2.3204339675954957
CorteMadera,T2,68.92888177014264,1.9959970930436297
SanPablo,T1,25.333978068263427,1.1905148622217414
SanPablo,T2,35.97380842326667,1.4533466871480498
GiantMarsh,T1,61.82523742803928,2.5615527555530693
GiantMarsh,T2,47.44065202971936,2.141172071480484
