Location,FileName,SurveyDate,Point_ID,Kind,Transect_ID,Type,Station_nom_m,Track,Seq,Northing,Easting,Elevation_ft,Elevation_m,Distance_m,Lat,Lon,CRS
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-5-ep-41,ep,GM5,elevation profile,,,41.0,2188361.138,6026055.945,7.171,2.185725171,50.86,37.9902675,-122.3586953,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-5-ep-42,ep,GM5,elevation profile,,,42.0,2188361.181,6026059.287,6.724,2.049479299,51.87,37.9902678,-122.3586837,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-5-ep-43,ep,GM5,elevation profile,,,43.0,2188360.671,6026063.593,6.664,2.031191262,53.2,37.9902666,-122.3586687,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-5-ep-44,ep,GM5,elevation profile,,,44.0,2188359.86,6026072.272,6.693,2.04003048,55.85,37.9902649,-122.3586385,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-5-ep-45,ep,GM5,elevation profile,,,45.0,2188359.861,6026074.484,6.646,2.025704851,56.53,37.990265,-122.3586309,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-1,ep,GM6,elevation profile,,,1.0,2188290.63,6025851.548,2.747,0.837287275,-6.2,37.9900627,-122.3593995,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-2,ep,GM6,elevation profile,,,2.0,2188289.55,6025855.224,2.804,0.854660909,-5.03,37.99006,-122.3593867,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-3,ep,GM6,elevation profile,,,3.0,2188289.067,6025857.767,2.789,0.8500889,-4.24,37.9900588,-122.3593778,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-4,ep,GM6,elevation profile,,,4.0,2188288.712,6025859.857,3.458,1.054000508,-3.59,37.9900579,-122.3593706,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-5,ep,GM6,elevation profile,,,5.0,2188288.524,6025861.169,3.843,1.171348743,-3.19,37.9900575,-122.359366,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-6,ep,GM6,elevation profile,,,6.0,2188288.407,6025862.317,4.295,1.309118618,-2.84,37.9900572,-122.359362,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-7,ep,GM6,elevation profile,,,7.0,2188288.395,6025862.979,4.55,1.386842774,-2.64,37.9900572,-122.3593597,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-8,ep,GM6,elevation profile,,,8.0,2188288.337,6025863.241,4.846,1.477063754,-2.56,37.9900571,-122.3593588,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-9,ep,GM6,elevation profile,,,9.0,2188288.413,6025863.055,6.234,1.900127,-2.49,37.9900573,-122.3593595,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-10,ep,GM6,elevation profile,,,10.0,2188287.794,6025863.455,6.972,2.12506985,-2.27,37.9900556,-122.359358,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-11,ep,GM6,elevation profile,,,11.0,2188287.658,6025865.192,7.023,2.140614681,-1.74,37.9900553,-122.359352,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-12,ep,GM6,elevation profile,,,12.0,2188287.126,6025868.295,7.042,2.146405893,-0.78,37.990054,-122.3593412,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-13pin,ep,GM6,elevation profile,,,13.0,2188286.742,6025870.822,6.974,2.125679451,0.0,37.9900531,-122.3593324,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-13,ep,GM6,elevation profile,,,13.0,2188285.33,6025876.468,6.74,2.054356109,1.77,37.9900495,-122.3593127,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-14,ep,GM6,elevation profile,,,14.0,2188284.726,6025883.763,6.788,2.068986538,4.01,37.9900483,-122.3592874,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-15,ep,GM6,elevation profile,,,15.0,2188284.884,6025888.387,6.747,2.056489713,5.42,37.990049,-122.3592713,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-16,ep,GM6,elevation profile,,,16.0,2188284.2,6025894.7,6.588,2.008026416,7.35,37.9900474,-122.3592494,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-17,ep,GM6,elevation profile,,,17.0,2188283.961,6025900.392,6.567,2.001625603,9.09,37.9900471,-122.3592296,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-18,ep,GM6,elevation profile,,,18.0,2188283.31,6025906.866,6.572,2.003149606,11.07,37.9900457,-122.3592071,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-19,ep,GM6,elevation profile,,,19.0,2188283.118,6025915.133,6.574,2.003759208,13.59,37.9900456,-122.3591784,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-20,ep,GM6,elevation profile,,,20.0,2188282.172,6025922.004,6.5,1.981203962,15.7,37.9900434,-122.3591545,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-21,ep,GM6,elevation profile,,,21.0,2188282.257,6025930.339,6.474,1.973279147,18.25,37.990044,-122.3591256,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-22,ep,GM6,elevation profile,,,22.0,2188281.053,6025939.066,6.525,1.988823978,20.93,37.9900412,-122.3590952,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-23,ep,GM6,elevation profile,,,23.0,2188278.868,6025946.573,6.521,1.987604775,23.31,37.9900356,-122.359069,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-24,ep,GM6,elevation profile,,,24.0,2188278.029,6025955.861,6.652,2.027533655,26.16,37.9900338,-122.3590368,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-25,ep,GM6,elevation profile,,,25.0,2188277.818,6025964.104,6.556,1.998272797,28.67,37.9900337,-122.3590082,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-26,ep,GM6,elevation profile,,,26.0,2188278.954,6025972.656,6.563,2.000406401,31.3,37.9900373,-122.3589786,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-27,ep,GM6,elevation profile,,,27.0,2188279.012,6025973.161,6.581,2.005892812,31.45,37.9900375,-122.3589768,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-28,ep,GM6,elevation profile,,,28.0,2188279.012,6025973.642,6.649,2.026619253,31.6,37.9900375,-122.3589751,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-29,ep,GM6,elevation profile,,,29.0,2188278.414,6025977.822,6.633,2.021742443,32.89,37.9900361,-122.3589606,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-30,ep,GM6,elevation profile,,,30.0,2188277.741,6025983.768,6.557,1.998577597,34.71,37.9900346,-122.3589399,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-31,ep,GM6,elevation profile,,,31.0,2188277.071,6025989.495,6.524,1.988519177,36.47,37.990033,-122.35892,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-32,ep,GM6,elevation profile,,,32.0,2188276.508,6025992.158,6.545,1.99491999,37.3,37.9900316,-122.3589107,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-33,ep,GM6,elevation profile,,,33.0,2188276.424,6025995.561,6.484,1.976327153,38.34,37.9900316,-122.3588989,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-34,ep,GM6,elevation profile,,,34.0,2188276.193,6025999.559,6.669,2.032715265,39.56,37.9900312,-122.358885,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-35,ep,GM6,elevation profile,,,35.0,2188275.806,6026002.701,6.43,1.95986792,40.52,37.9900303,-122.3588741,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-36,ep,GM6,elevation profile,,,36.0,2188275.588,6026004.191,6.527,1.989433579,40.98,37.9900298,-122.3588689,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-37,ep,GM6,elevation profile,,,37.0,2188274.773,6026009.066,6.466,1.970840742,42.49,37.9900278,-122.358852,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-38,ep,GM6,elevation profile,,,38.0,2188274.112,6026013.836,6.547,1.995529591,43.96,37.9900262,-122.3588354,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-39,ep,GM6,elevation profile,,,39.0,2188273.347,6026019.845,6.549,1.996139192,45.8,37.9900245,-122.3588145,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-40,ep,GM6,elevation profile,,,40.0,2188272.654,6026025.543,6.515,1.985775972,47.55,37.9900229,-122.3587946,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-41,ep,GM6,elevation profile,,,41.0,2188272.875,6026027.763,6.607,2.013817628,48.23,37.9900236,-122.358787,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-42,ep,GM6,elevation profile,,,42.0,2188272.938,6026033.266,6.578,2.00497841,49.91,37.9900241,-122.3587679,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-43,ep,GM6,elevation profile,,,43.0,2188272.617,6026035.541,6.542,1.994005588,50.61,37.9900233,-122.35876,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-44,ep,GM6,elevation profile,,,44.0,2188272.07,6026040.264,6.539,1.993091186,52.06,37.9900221,-122.3587435,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-45,ep,GM6,elevation profile,,,45.0,2188271.439,6026043.726,6.669,2.032715265,53.13,37.9900205,-122.3587315,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-46,ep,GM6,elevation profile,,,46.0,2188270.946,6026045.291,6.681,2.036372873,53.63,37.9900193,-122.358726,CA zone III (EPSG:2227)
Giant Marsh,giant-marsh-06022025-final.csv,2025-06-02,gm-6-ep-47,ep,GM6,elevation profile,,,47.0,2188270.707,6026048.429,6.795,2.071120142,54.59,37.9900188,-122.3587151,CA zone III (EPSG:2227)
